villageCode,villageNameEnglish,villageNameLocal,villageCensus2011Code,subdistrictCode,subdistrictNameEnglish,subdistrictNameLocal,subdistrictCensus2011Code,districtCode,districtNameEnglish,districtNameLocal,districtCensus2011Code,stateCode,stateNameEnglish,stateNameLocal,stateCensus2011Code,data_gov_update_date
591785,Bhyravaram,,591785,5162,Duttalur,,05162,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
582637,Bhyripuram,,582637,4822,Merakamudidam,,04822,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584747,Bidarigaruvu,,584747,4847,Paderu,,04847,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580383,Bidimi,,580383,4776,Mandasa,,04776,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594269,Bilakala Gudur,,594269,5281,Gadivemula,,05281,755,Nandyal,Nandyal,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587685,Billa Kurru,,587685,4927,Kothapeta,,04927,747,Dr. B.R. Ambedkar Konaseema,డా బి ఆర్  అంబేడ్కర్ కోనసీమ,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594307,Billalapuram,,594307,7425,Nandyal Urban,Nandyal Urban,00000,755,Nandyal,Nandyal,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584501,Billaputtu,,584501,4846,Hukumpeta,,04846,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583910,Billaputtu,,583910,4843,Dumbriguda,,04843,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591947,Billupadu,,591947,5172,Chejerla,,05172,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581759,Binnidi,,581759,4807,Komarada,,04807,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580456,Birlangi,,580456,4778,Ichchapuram,,04778,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584994,Bobbampadu,,584994,4848,G.Madugula,,04848,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
588725,Bobbanapalle,,588725,4983,Veeravasaram,,04983,523,West Godavari,పశ్చిమగోదావరి                                     ,546,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584187,Bodaguda,,584187,4845,Ananthagiri,,04845,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583458,Boddagondi,,583458,4841,Munchingi Puttu,,04841,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586751,Boddagunta,,586751,4886,Y. Ramavaram,,04886,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585477,Boddamanupakalu,,585477,4850,Gudem Kotha Veedhi,,04850,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589115,Boddanapalle,,589115,5005,Agiripalli,Agiripalli,05005,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581450,Boddavalasa,,581450,4799,Narasannapeta,,04799,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586953,Boddavaram,,586953,4889,Kotananduru,,04889,746,Kakinada,Kakinada,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581571,Boddepalle,,581571,4803,Ponduru,,04803,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581840,Boddidi,,581840,4808,Gummalakshmipuram,,04808,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581257,Bodduru,,581257,4795,Santhakaviti,,04795,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591902,Bodduvaripalem,,591902,5169,Kodavalur,,05169,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594618,Bodemmanur,,594618,5302,Uyyalawada,,05302,755,Nandyal,Nandyal,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583415,Bodiputtu,,583415,4841,Munchingi Puttu,,04841,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586544,Bodlanka,,586544,4884,Maredumilli,,04884,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579934,Bodlapadu,,579934,4769,Veeraghattam,,04769,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587376,Bodleddupalem,,587376,4905,Korukonda,,04905,505,East Godavari,EAST GODAVARI                                     ,545,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596057,Bodumalluvaripalle,,596057,5386,Pileru,,05386,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580317,Bogabanda,,580317,4776,Mandasa,,04776,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591195,Bogada,,591195,5133,Giddalur,,05133,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585995,Boilakintada,,585995,4859,Devarapalli,Devarapalli,04859,744,Anakapalli,Anakapalli,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
579091,Bojjaraigudem,,579091,4731,Kunavaram,,04731,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596689,Bojjinayanipalle,,596689,5420,Gangadhara Nellore,,05420,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595868,Bokkasam Palem,,595868,5378,Srikalahasti,,05378,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595333,Bokkasampalle,,595333,5349,Roddam,,05349,754,Sri Sathya Sai,Sri Sathya Sai,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587147,Bolagonda,,587147,4895,Rampachodavaram,,04895,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594696,Bollanaguddam,,594696,5307,Bommanahal,,05307,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589567,Bollapadu,,589567,5027,Vuyyuru,,05027,510,Krishna,KRISHNA                                           ,547,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593893,Bollavaram,,593893,5258,Kallur,,05258,511,Kurnool,KURNOOL                                           ,552,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593137,Bollavaram (R ) (Og),,593137,5214,Proddutur,ప్రొద్దుటూరు,05214,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590877,Bollu Palle,,590877,5116,Ardhaveedu,,05116,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595100,Bommaparthy,,595100,5331,Rapthadu,Rapthadu,05331,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581318,Bomminaidu Valasa,,581318,4796,Rajam,,04796,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589078,Bommuluru Khandrika,,589078,5004,Bapulapadu,,05004,510,Krishna,KRISHNA                                           ,547,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590285,Bommuvaripalem,,590285,5077,Kollipara,,05077,506,Guntur,GUNTUR                                            ,548,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593754,Bompalle,,593754,5251,Kosigi,,05251,511,Kurnool,KURNOOL                                           ,552,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593173,Bondalakunta,,593173,5216,Muddanur,,05216,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595059,Bondalawada,,595059,5328,Narpala,,05328,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594662,Bondankal,,594662,5305,Rayadurg,,05305,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583693,Bongadari,,583693,4842,Peda Bayalu,,04842,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586078,Boni,,586078,4863,Anandapuram,,04863,520,Visakhapatnam,విశాఖపట్నం,544,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581720,Bontalakoduru,,581720,4806,Etcherla,,04806,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
929850,Boppapuram,బొప్పాపురం,000000,5187,Venkatagiri,,05187,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595681,Boppasamudram,,595681,5372,Kambhamvaripalle,,05372,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589057,Boravancha,,589057,5003,Nuzividu,Nuzividu,05003,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583953,Borrachinta,,583953,4844,Araku Valley,,04844,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585303,Borramamidi,,585303,4849,Chinthapalli,Chinthapalli,04849,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587993,Borrampalem,,587993,4946,T.Narasapuram,,04946,748,Eluru,Eluru,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583175,Borravanipalem,,583175,4838,Poosapatirega,పూసపాటిరెగ,04838,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584009,Borriguda,,584009,4844,Araku Valley,,04844,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584060,Bosubeda,,584060,4844,Araku Valley,,04844,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593533,Botlacheruvu,,593533,5239,Rayachoti,,05239,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580238,Bourasingi,,580238,4774,Meliaputti,,04774,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585697,Bouthuvalasa,,585697,4851,Koyyuru,,04851,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586202,Bowluvada (Ct),,586202,4871,Anakapalli,Anakapalli,04871,744,Anakapalli,Anakapalli,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585310,Boyalagudem,,585310,4849,Chinthapalli,Chinthapalli,04849,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585503,Boyalapalem,,585503,4850,Gudem Kotha Veedhi,,04850,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594596,Boyala Uppalur,,594596,5301,Kolimigundla,,05301,755,Nandyal,Nandyal,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589169,Brahmabotlapalem,,589169,5008,Chandarlapadu,,05008,749,Ntr,NTR,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593935,Brahmanakotkur,,593935,5260,Nandikotkur,,05260,755,Nandyal,Nandyal,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594025,Brahmanapalle,,594025,5268,Orvakal,,05268,511,Kurnool,KURNOOL                                           ,552,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595447,Brahmanapalle,,595447,5357,Puttaparthy,పుట్టపర్తి,05357,754,Sri Sathya Sai,Sri Sathya Sai,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591983,Brahmanapalle,,591983,5174,Kaluvoya,,05174,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595546,Brahmanapalle,,595546,5363,Somandepalli,సోమందేపల్లి,05363,754,Sri Sathya Sai,Sri Sathya Sai,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596098,Brahmanavoddu Palle,,596098,5389,Kurabalakota,,05389,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593544,Brahmana Yerragudi,,593544,5240,Lakkireddipalli,Lakkireddipalli,05240,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595534,Brahmasamudram,,595534,5363,Somandepalli,సోమందేపల్లి,05363,754,Sri Sathya Sai,Sri Sathya Sai,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594934,Brahmasamudram,,594934,5320,Brahmasamudram,,05320,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590793,Brundavanam,,590793,5113,Mundlamuru,,05113,517,Prakasam,PRAKASAM                                          ,549,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595337,Bucharla,,595337,5349,Roddam,,05349,754,Sri Sathya Sai,Sri Sathya Sai,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
596121,Buchipalle,,596121,5390,Pedda Thippasamudram,,05390,753,Annamayya,Annamayya,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
929904,Buchirajupalem,బుచ్చిరాజు పాలెం,000000,6838,Gopalapatnam,Gopalapatnam,00000,520,Visakhapatnam,విశాఖపట్నం,544,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
591719,Budamagunta,,591719,5158,Kavali,,05158,515,Sri Potti Sriramulu Nellore,శ్రీ పొట్టి శ్రీరాములు నెల్లూరు,550,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
590750,Budavada,,590750,5111,J.Pangulur,J.Pangulur,05111,750,Bapatla,Bapatla,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589718,Buddalapalem,,589718,7429,Machilipatnam North,Machilipatnam North,00000,510,Krishna,KRISHNA                                           ,547,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583288,Buddapanasa,,583288,4841,Munchingi Puttu,,04841,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
589248,Buddavaram,,589248,5012,Gannavaram,,05012,510,Krishna,KRISHNA                                           ,547,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593086,Buddayapalem,,593086,5212,Khajipeta,ఖాజీపేట,05212,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585842,Buddibanda,,585842,4856,Ravikamatham,,04856,744,Anakapalli,Anakapalli,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586114,Buddivalasa,,586114,4864,Padmanabham,,04864,520,Visakhapatnam,విశాఖపట్నం,544,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586115,Buddivalasa Agraharam,,586115,4864,Padmanabham,,04864,520,Visakhapatnam,విశాఖపట్నం,544,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592550,Budidalawagu,,592550,5192,Vakadu,,05192,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
593116,Budidapadu,,593116,5213,Chapad,,05213,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580945,Budithi,,580945,4788,Saravakota,,04788,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
597040,Budithireddipalle,,597040,5430,Yadamarri,,05430,503,Chittoor,CHITTOOR                                          ,554,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
582156,Buduruvada,,582156,4812,Parvathipuram,,04812,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595105,Bukkacherla,,595105,5331,Rapthadu,Rapthadu,05331,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595047,Bukkapuram,,595047,5327,Yellanur,,05327,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
595075,Bukkarayasamudram,,595075,5329,Bukkaraya Samudram,,05329,502,Ananthapuramu,అనంతపురము,553,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
930977,Bukkayapalle,బుక్కాయపల్లి,000000,5211,Gopavaram,,05211,504,Y.S.R. Kadapa,వై.ఎస్.ఆర్. కడప,551,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584141,Buliyaguda @ Buruju,,584141,4845,Ananthagiri,,04845,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586768,Bullojupalem,,586768,4886,Y. Ramavaram,,04886,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580855,Burada,,580855,4786,Regidi Amadalavalasa,,04786,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
592615,Buradagali Kothapalem,,592615,5193,Chittamur,,05193,752,Tirupati,Tirupati,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586722,Buradakota,,586722,4886,Y. Ramavaram,,04886,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583846,Buradamamidi,,583846,4842,Peda Bayalu,,04842,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581503,Buravalli,,581503,4801,Gara,,04801,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581588,Buridikancharam,,581588,4803,Ponduru,,04803,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
582250,Burja,,582250,4814,Seethanagaram,,04814,743,Parvathipuram Manyam,Parvathipuram Manyam,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
581215,Burja,,581215,4794,Burja,,04794,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
582568,Burjavalasa (Near) Amity,,582568,4821,Therlam,,04821,521,Vizianagaram,VIZIANAGARAM                                      ,543,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583514,Burrangula,,583514,4841,Munchingi Puttu,,04841,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
586739,Buruguwada,,586739,4886,Y. Ramavaram,,04886,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
594438,Burujula,,594438,5292,Maddikera (East),,05292,511,Kurnool,KURNOOL                                           ,552,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
584818,Busipalle,,584818,4848,G.Madugula,,04848,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
583607,Busiputtu,,583607,4842,Peda Bayalu,,04842,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585346,Busulakota,,585346,4849,Chinthapalli,Chinthapalli,04849,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585118,Buttakota,,585118,4848,G.Madugula,,04848,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
587176,B. Velamalakota,,587176,4895,Rampachodavaram,,04895,745,Alluri Sitharama Raju,Alluri Sitharama Raju,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
580936,Bydalapuram,,580936,4788,Saravakota,,04788,519,Srikakulam,SRIKAKULAM                                        ,542,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
585939,Bylapudi Singavaram,,585939,4858,Cheedikada,,04858,744,Anakapalli,Anakapalli,000,28,Andhra Pradesh,ANDHRA PRADESH,28,28-12-2025
